Region,ID,ChemicalName,mean.Control.PBS,mean.0.2.mg.kg.DMSO,mean.2.0.mg.kg.DMSO,mean.4.0.mg.kg.DMSO,FC_lowvsCTRL,FC_medvsCTRL,FC_highvsCTRL,post.hoc.Control.PBS.0.2.mg.kg.DMSO,post.hoc.Control.PBS.2.0.mg.kg.DMSO,post.hoc.Control.PBS.4.0.mg.kg.DMSO
Cortex,228,L-Glutamic-aciD-dimethyl-ester,789356.2,1027983.8,1057339.4,1190888.6,1.302306614,1.339495908,1.508683406,0.254534699,0.306672295,0.045571646
Cerebellum,228,L-Glutamic-aciD-dimethyl-ester,1188774.4,1293533.8,1272720.667,1568933.8,1.088123869,1.07061581,1.319791039,0.997308161,0.996642907,0.413186545
Basal Ganglia,228,L-Glutamic-aciD-dimethyl-ester,1028209.2,1090941.2,1057286.6,967796,1.06101093,1.028279654,0.941244253,0.97212069,0.99645044,0.86025302
Hippocampus,229,L-Glutamine,130944931.2,108473705.6,145862753.6,109608481.6,0.828391787,1.113924398,0.837057843,0.999909149,0.970623918,0.999877796
Cortex,229,L-Glutamine,87048812.8,103590920,99958398.4,113322593.6,1.190032542,1.148302834,1.301828135,0.278927809,0.43706037,0.050832628
Cerebellum,229,L-Glutamine,104213438.4,121069076.8,108755078.7,216062222.4,1.161741505,1.043580179,2.073266421,0.86621271,0.997304652,0.047802325
Basal Ganglia,229,L-Glutamine,94075739.2,110852440,101125204.8,108636516.8,1.178331852,1.074933938,1.15477718,0.405026595,0.912134662,0.670971293
Hippocampus,230,L-Histidine,4904879.6,6657424.4,4925071.2,4085065.4,1.357306385,1.004116635,0.832857426,0.185113065,0.974549366,0.923529894
Cortex,230,L-Histidine,3831792.4,4446136.8,4103021.4,4359786.6,1.160328206,1.070783845,1.137793008,0.709384771,0.947587976,0.805242074
Cerebellum,230,L-Histidine,7883757.8,9279458.6,7694882.5,9758589,1.177034967,0.976042478,1.237809335,0.520553084,0.994934508,0.274151744
Basal Ganglia,230,L-Histidine,4703671.2,6191095.4,5136172,4045079.4,1.316226228,1.091949624,0.859983453,0.205683925,0.90909852,0.563466637
Hippocampus,231,L-Homocitrulline,6825984.2,9918988.4,5203414.6,4487499,1.453122086,0.762295143,0.657414208,0.207413303,0.355750505,0.183819132
Cortex,231,L-Homocitrulline,6219085,7015359.4,4166676.4,4302137.8,1.128037227,0.669982224,0.691763788,0.923878602,0.108829884,0.362605357
Cerebellum,231,L-Homocitrulline,6282529.2,7339929,3909957.5,3840504.2,1.16830798,0.622354051,0.611299061,0.968773489,0.374684291,0.171556262
Basal Ganglia,231,L-Homocitrulline,7426001.2,7213434,4519145,4308900.8,0.971375281,0.608556998,0.580245099,0.997998163,0.042454542,0.022561615
Hippocampus,233,L-Lysine,393457.4,602637.4,617749.2,613515.2,1.531645866,1.570053581,1.559292569,0.153375009,0.178284176,0.217063927
Cortex,233,L-Lysine,360315.2,367079.2,446080.8,576615.8,1.018772453,1.23802937,1.600309396,0.999982321,0.679259875,0.062723299
Cerebellum,233,L-Lysine,841462.4,1017964,1011279.167,1404140,1.209755778,1.201811473,1.668690128,0.533608734,0.598313052,0.014756644
Basal Ganglia,233,L-Lysine,433142.2,482548.4,524972,563377.4,1.114064619,1.212008435,1.30067539,0.80735914,0.359676324,0.139712376
Hippocampus,234,L-Methionine,3881870.8,5266269,3261224.4,2971076,1.356631704,0.840116678,0.765372201,0.232686909,0.953129299,0.828495301
Cortex,234,L-Methionine,2853044,3504259,3162808,3076528.2,1.228252701,1.108573159,1.078331845,0.301215983,0.82529991,0.907741003
Cerebellum,234,L-Methionine,4019268,5810580.8,3605363,3994984.2,1.445681353,0.897019806,0.993958154,0.016421807,0.670907606,0.998943801
Basal Ganglia,234,L-Methionine,3860140.2,4849634.6,3764905,3307833,1.256336389,0.975328564,0.85692043,0.175295492,0.996554973,0.440196932
Hippocampus,235,L-NG-Monomethylarginine,2739922.6,3775246.4,3896118,3779582,1.377866075,1.421981044,1.379448456,0.032280877,0.017642382,0.032939673
Cortex,235,L-NG-Monomethylarginine,2795299.2,3195049.8,3138206,2953016.6,1.143008162,1.122672664,1.056422368,0.624551889,0.775344133,0.943406719
Cerebellum,235,L-NG-Monomethylarginine,3513524.6,4532783.8,4031028.167,4936929.6,1.290095934,1.147289012,1.405121683,0.092519115,0.600657436,0.023420371
Basal Ganglia,235,L-NG-Monomethylarginine,3276518.2,3725153.2,3625469.2,3524832.2,1.136924312,1.106500553,1.075785936,0.066280863,0.171230394,0.457470976
Hippocampus,236,L-Proline,90599368,115903227.2,125418590.4,155114032,1.279293992,1.384320809,1.712087351,0.089547907,0.021348016,0.000498189
Cortex,236,L-Proline,108312395.2,101488793.6,127418704,134295572.8,0.937000732,1.176400021,1.239891081,0.968351515,0.705159912,0.445334873
Cerebellum,236,L-Proline,95345168,138045412.8,121801980,177130832,1.44784907,1.27748456,1.857785095,0.017289197,0.124167369,0.000119442
Basal Ganglia,236,L-Proline,107145665.6,112652088,124232553.6,148304392,1.051391929,1.159473441,1.384138044,0.948860213,0.424975006,0.017695461
Hippocampus,237,L-Propionylcarnitine,8954526,9858755.2,8886051.6,10281589,1.10098013,0.992353096,1.148200251,0.932893785,0.999903965,0.932245766
Cortex,237,L-Propionylcarnitine,9705598.8,6011610,5628286.2,9150041.8,0.619396095,0.579900974,0.942759122,0.090746211,0.038404678,0.998883514
Cerebellum,237,L-Propionylcarnitine,19546330.2,19072675.8,22187906.83,41109634,0.975767605,1.135144378,2.103189375,0.996852028,0.9999759,0.2836805
Basal Ganglia,237,L-Propionylcarnitine,14624484.2,9315399.4,14788393.2,9198610.2,0.636972851,1.011207848,0.628986983,0.201697815,0.998650291,0.187891781
Hippocampus,238,L-Pyroglutamic-acid,1768861,2434580.6,1985923.2,2096768.6,1.376354954,1.122712977,1.185377822,0.390220635,0.873143834,0.854541602
Cortex,238,L-Pyroglutamic-acid,1942394.8,2034278.4,2062181,1909329.6,1.047304286,1.061669337,0.982977096,0.985089716,0.986571828,0.999926359
Cerebellum,238,L-Pyroglutamic-acid,2465973.8,3479613.2,3356163.333,2212062.2,1.411050353,1.360989048,0.897033943,0.713696639,0.563048404,0.940852597
Basal Ganglia,238,L-Pyroglutamic-acid,3080454,2775229.2,2889189.2,2945081.2,0.900915644,0.937910191,0.95605427,0.883832901,0.990509484,0.966297957
Hippocampus,239,L-Serine-methyl-ester,990589.4,966876,1369573.8,1076262,0.976061323,1.382584752,1.08648649,0.940927999,0.288378314,0.79916193
Cortex,239,L-Serine-methyl-ester,682704,960348.2,1190091.4,1264602.8,1.406683131,1.743202618,1.852344208,0.157325158,0.021024436,0.006537183
Cerebellum,239,L-Serine-methyl-ester,1033526,1600191.2,1281967,1577226.8,1.548283449,1.240381955,1.526063979,0.373440056,0.840702623,0.249174264
Basal Ganglia,239,L-Serine-methyl-ester,990809.2,1128426.2,1149811,944034.2,1.138893543,1.160476709,0.952791113,0.794042653,0.725232194,0.914169377
Hippocampus,240,L-Tryptophan,9446373.8,9764652,11525700,8391470.4,1.033693162,1.220118984,0.888327159,0.901924122,0.757310006,0.999829018
Cortex,240,L-Tryptophan,6636344.4,8521954,10368387,9362931,1.284133777,1.562364214,1.410856706,0.566661201,0.201295784,0.390222878
Cerebellum,240,L-Tryptophan,8203577.4,12726974.4,11390529.67,13150271.4,1.551393225,1.388483233,1.602992299,0.072598964,0.223428916,0.047895513
Basal Ganglia,240,L-Tryptophan,8376467,9425199,11742599.8,8157334.8,1.125199801,1.401855914,0.973839544,0.952832652,0.229782216,0.971466953
Hippocampus,217,Lactitol,629160.8,793504.2,1057578.4,1036706.4,1.261210489,1.680934985,1.647760636,0.733801915,0.472087868,0.474901906
Cortex,217,Lactitol,436603.2,701538,805267.8,1018044,1.606809112,1.844392803,2.331737376,0.168121398,0.084684945,0.009004305
Cerebellum,217,Lactitol,556419.4,875599,967716.1667,959453,1.573631329,1.739184807,1.724334198,0.683620328,0.272755759,0.587354853
Basal Ganglia,217,Lactitol,1036135.6,1029941.6,1082315.6,1190860.6,0.994022018,1.044569456,1.14932891,0.995227877,0.99248826,0.918643276
Hippocampus,226,Leu-Pro-Arg,35283.4,250974.4,87120.6,26569.4,7.113101345,2.469166804,0.753028336,0.922678569,0.960888115,0.999538452
Cortex,226,Leu-Pro-Arg,26545.8,9126.4,32409.8,90235.8,0.343798266,1.220901235,3.399249599,0.647812122,0.999571891,0.656247161
Cerebellum,226,Leu-Pro-Arg,763720.2,939543.2,589888.6667,264752.4,1.23021913,0.772388457,0.346661513,0.991375778,0.958719968,0.176540076
Basal Ganglia,226,Leu-Pro-Arg,137485.2,98789.4,192300.8,129915.8,0.718545705,1.398701824,0.944943892,0.930792471,0.948018128,0.999395373
Hippocampus,232,Lidocaine-M-H-HCD-NCE-20-30-40-,590724,56310,301142.6,49349.6,0.095323704,0.509785619,0.083540875,0.416671603,0.960547219,0.38122403
Cortex,232,Lidocaine-M-H-HCD-NCE-20-30-40-,151851,182104.4,41593.2,109417.6,1.199230825,0.273907976,0.720558969,0.722107675,0.908393573,0.998410105
Cerebellum,232,Lidocaine-M-H-HCD-NCE-20-30-40-,103829,29348.8,263194.1667,109369.8,0.282664766,2.53488107,1.053364667,0.312462032,0.778939555,0.986811573
Basal Ganglia,232,Lidocaine-M-H-HCD-NCE-20-30-40-,217523.8,171700.2,87078.6,187588.8,0.789339833,0.400317574,0.862382875,0.913281173,0.965748477,0.97773631
Hippocampus,241,Lys-Ala,83251.4,167815,92185,116210.4,2.015761897,1.107308706,1.395897246,0.336912938,0.996964049,0.705054886
Cortex,241,Lys-Ala,89299.2,96330.2,154504.2,120642,1.078735308,1.730185713,1.350986347,0.975318478,0.208980113,0.763086943
Cerebellum,241,Lys-Ala,448019.8,832519.4,573389.1667,400780,1.858220105,1.279829969,0.894558678,0.905851002,0.911306946,0.978771793
Basal Ganglia,241,Lys-Ala,114818.6,192374.2,157379.8,177527.4,1.67546199,1.370682102,1.546155414,0.232793982,0.618573971,0.680709474
Hippocampus,242,Lys-Glu,455929.8,670930.4,580014,415848.6,1.47156514,1.272156371,0.912089098,0.441633107,0.924849513,0.991269843
Cortex,242,Lys-Glu,350930.2,389130.6,599821.4,802431,1.108854695,1.709232776,2.286582916,0.966542459,0.459123571,0.064826475
Cerebellum,242,Lys-Glu,468380.8,1073658.2,917384.8333,782618,2.292276285,1.958630314,1.670901113,0.005501865,0.013711028,0.142348296
Basal Ganglia,242,Lys-Glu,625432.6,531181.2,842199.8,593653.4,0.849302067,1.346587626,0.94918845,0.751234285,0.34421359,0.962033419
Hippocampus,243,Lysine,55548197.6,91117283.2,95871418.4,97081828,1.640328348,1.725914117,1.747704376,0.052838747,0.051299867,0.038661441
Cortex,243,Lysine,55766496,68674648,84020968,85298116,1.231467869,1.506656757,1.529558465,0.494151605,0.064078182,0.051939917
Cerebellum,243,Lysine,72232717.6,120255137.6,100546370.7,120133309.6,1.664829202,1.391978234,1.663142598,0.131387089,0.377425365,0.18358946
Basal Ganglia,243,Lysine,71939172.8,73729524.8,90876082.4,104016767.2,1.024887025,1.26323502,1.44589885,0.99594187,0.40944734,0.093977074
Hippocampus,244,Malonyl-L-carnitine,2581283.2,2988903,2452800.6,2174043.8,1.15791363,0.950225299,0.842233739,0.744926691,0.986419665,0.711747545
Cortex,244,Malonyl-L-carnitine,1594531.6,1782441.4,1702118.4,1851983,1.117846395,1.067472354,1.161458951,0.523015317,0.832203173,0.33250946
Cerebellum,244,Malonyl-L-carnitine,2991785.4,3101979.8,2662317.167,3529185.2,1.036832321,0.889875713,1.179625116,0.981209802,0.819159781,0.748680911
Basal Ganglia,244,Malonyl-L-carnitine,2304902.4,2392109.2,2436996.8,2067434,1.037835355,1.057310192,0.896972471,0.986721858,0.962481187,0.605577865
Hippocampus,245,Melamine,645056.8,459664.6,591251.2,524035.4,0.712595542,0.916587811,0.812386444,0.586865815,0.999961812,0.868065
Cortex,245,Melamine,1655841.8,521493.8,489901.4,576464.2,0.314941802,0.295862443,0.348139659,0.170119613,0.07729389,0.205643467
Cerebellum,245,Melamine,597525,488389.4,524403,625287,0.817353918,0.877625204,1.046461654,0.84193051,0.972859588,0.998954907
Basal Ganglia,245,Melamine,491088.6,422315.4,563633.2,491195.4,0.859957653,1.14772202,1.000217476,0.829593197,0.930445497,0.999988499
Hippocampus,246,Methacholine-cation,6646356.6,8258477,3984170.6,1653136,1.242557012,0.599451826,0.248728153,0.563348638,0.437297429,0.002027412
Cortex,246,Methacholine-cation,4032298.8,4940048.6,3017725.8,1952692,1.225119676,0.748388438,0.484262724,0.549863349,0.619664137,0.02076982
Cerebellum,246,Methacholine-cation,7898132.6,10805414.8,6116943.833,4100119.8,1.368097416,0.774479759,0.519125217,0.252784391,0.389340404,0.002354323
Basal Ganglia,246,Methacholine-cation,6307757.2,6705016,3922779.8,1920763.4,1.062979406,0.621897717,0.304508138,0.968508299,0.005370642,2.87079E-07
Hippocampus,247,Methionine,24392163,32777487.2,20390272.6,18516948,1.343771243,0.835935403,0.759135137,0.249302211,0.933437465,0.789023258
Cortex,247,Methionine,18319314.4,21785536,19084095.4,18831760.2,1.189211317,1.04174725,1.027972979,0.341833761,0.970014434,0.985550834
Cerebellum,247,Methionine,25431930.4,35725836.8,22398337.67,24151124.8,1.404763077,0.880717166,0.949637893,0.00800571,0.431734788,0.94672577
Basal Ganglia,247,Methionine,24270113.6,30305084,23722579.6,21015307.2,1.248658515,0.97743999,0.865892412,0.242908581,0.996841926,0.526688734
Hippocampus,248,Methioninesulfoxide-A,1207727.8,1908477.6,2651647.6,6578390.4,1.580221636,2.195567246,5.446914777,0.345010813,0.104749564,0.00053139
Cortex,248,Methioninesulfoxide-A,1172732.4,1766074.2,3327856.8,6511893.2,1.50594816,2.837694942,5.55275287,0.639513469,0.022886642,0.000186894
Cerebellum,248,Methioninesulfoxide-A,811917,2924689.6,2754510.833,6606001.2,3.602202688,3.392601502,8.136301124,0.106515333,0.029224893,0.000386492
Basal Ganglia,248,Methioninesulfoxide-A,1175469,1454017.4,2227712.8,7019687.4,1.236967883,1.895169332,5.971818398,0.638470796,0.024538435,3.93604E-07
Hippocampus,249,METHYLGUANIDINE,1117759.8,1038898.2,1026976.6,1048196.2,0.929446738,0.918781119,0.937765162,0.999975735,0.992327646,0.99997582
Cortex,249,METHYLGUANIDINE,1229924,823825.2,722616.2,750531,0.669817972,0.587529148,0.61022551,0.446692321,0.197397424,0.200783384
Cerebellum,249,METHYLGUANIDINE,951485.2,909099.4,1011394.167,1750867.4,0.955453012,1.062963635,1.840141497,0.919188112,0.984014723,0.024607854
Basal Ganglia,249,METHYLGUANIDINE,910472.6,892259,875058.2,1108991.2,0.979995444,0.961103278,1.218039071,0.996624065,0.986868747,0.533854411
Hippocampus,250,Muramic-acid,133996.2,214588,133566.6,144040,1.601448399,0.996793939,1.074955857,0.297092697,0.994882157,0.905629851
Cortex,250,Muramic-acid,171609,171785.6,144888.6,210982.8,1.001029084,0.84429488,1.229439015,0.996855543,0.863141248,0.720842339
Cerebellum,250,Muramic-acid,313396.2,294317.4,433019.3333,208542.4,0.939122427,1.381699374,0.665427341,0.600034582,0.774859518,0.859855334
Basal Ganglia,250,Muramic-acid,171958.6,205815.6,247269,206355.6,1.196890414,1.437956578,1.200030705,0.789295356,0.165640947,0.896339777
Hippocampus,251,Myristoleic-acid,1752747.4,3256055.2,1856172.6,2005078.4,1.85768651,1.059007476,1.143963129,0.712504739,0.997391934,0.997197737
Cortex,251,Myristoleic-acid,1663295.2,1236461,3311121.8,3000383.6,0.743380369,1.990700027,1.803879191,0.938070652,0.785855797,0.97744983
Cerebellum,251,Myristoleic-acid,1830384.6,1824987,913456.1667,2282063.6,0.997051112,0.499051493,1.246767264,0.99999144,0.158004412,0.978814245
Basal Ganglia,251,Myristoleic-acid,1669654,3165709.4,2656124,1671961.6,1.896027201,1.590823009,1.001382083,0.819734123,0.627528687,0.997590146
Hippocampus,252,N-2-Furoyl-glycine,9885549.8,10729974.4,8773735,10602708.4,1.085420095,0.887531314,1.072546152,0.84079356,0.993039538,0.918497552
Cortex,252,N-2-Furoyl-glycine,11554106.6,12424135.4,11546362.6,10521950.8,1.075300396,0.999329762,0.910667624,0.936364454,0.999231191,0.987007731
Cerebellum,252,N-2-Furoyl-glycine,10630369.6,7071119.6,11472950,7661410.8,0.665180974,1.079261628,0.72070973,0.184023025,0.980913072,0.251076004
Basal Ganglia,252,N-2-Furoyl-glycine,10380358.2,6632423.8,7859158.4,8122455.6,0.638939781,0.757118227,0.782483171,0.222158008,0.538122804,0.639839674
Hippocampus,261,N-alpha-tert-Butoxycarbonyl-L-histidine,5513569,7750700.4,5813376.6,5034194.8,1.405750141,1.054376321,0.913055554,0.048090587,0.950906137,0.956558486
Cortex,261,N-alpha-tert-Butoxycarbonyl-L-histidine,5112007.6,6246945,6542811,5723347,1.222014028,1.279890703,1.119588907,0.475654701,0.415666383,0.938125755
Cerebellum,261,N-alpha-tert-Butoxycarbonyl-L-histidine,6421015.8,9193879.4,5948395.5,6804576,1.43184189,0.926394777,1.059735128,0.148759871,0.961847411,0.996520438
Basal Ganglia,261,N-alpha-tert-Butoxycarbonyl-L-histidine,6094041.2,7424574.6,5912046.2,5255937.6,1.218333509,0.970135581,0.862471622,0.317246445,0.992222554,0.427377314
Hippocampus,262,N-alpha-Acetyl-L-arginine,1708026.2,1832080,1889420,1663327.6,1.072629916,1.10620083,0.973830261,0.989118596,0.864821799,0.999964484
Cortex,262,N-alpha-Acetyl-L-arginine,1623753.2,1604829.6,1614411.2,1856825.4,0.988345766,0.994246663,1.143539178,0.999957883,0.999759088,0.732428292
Cerebellum,262,N-alpha-Acetyl-L-arginine,2387076,2746542.8,2683832,1794674.6,1.150588754,1.124317785,0.751829686,0.951497599,0.95991901,0.418208267
Basal Ganglia,262,N-alpha-Acetyl-L-arginine,1960848,2367861.4,2385139,2240383.2,1.207570092,1.216381382,1.142558322,0.536068216,0.48062484,0.801159483
Hippocampus,264,N-alpha-Acetyl-L-ornithine,1171523.6,1549487,1398101.4,1431762.2,1.322625511,1.193404384,1.222136882,0.164028602,0.55704103,0.473635791
Cortex,264,N-alpha-Acetyl-L-ornithine,1035579.6,1187704.2,1230183.4,1191150.6,1.146898027,1.187917761,1.150226018,0.76937551,0.788702083,0.87048291
Cerebellum,264,N-alpha-Acetyl-L-ornithine,1621697.8,2304943,1604673.167,2078608.2,1.421314748,0.989501969,1.281748178,0.274508832,0.999067305,0.741461246
Basal Ganglia,264,N-alpha-Acetyl-L-ornithine,1496745.8,1667733.4,1378680.6,1847037.2,1.114239572,0.921118736,1.234035332,0.503083175,0.682430027,0.071090359
Hippocampus,265,N-alpha-Acetyl-L-ornithine-1,6933136,4298749.2,8153947.8,2810128.4,0.620029551,1.176083637,0.405318517,0.364545028,0.978216614,0.234433776
Cortex,265,N-alpha-Acetyl-L-ornithine-1,5642697.4,2970127,4975937.6,5711799,0.526366521,0.88183669,1.0122462,0.743307635,0.943178341,0.971627347
Cerebellum,265,N-alpha-Acetyl-L-ornithine-1,4527184.6,6470296.6,8164365.833,5838631.6,1.429209801,1.803409084,1.289682687,0.901172596,0.442005832,0.883861095
Basal Ganglia,265,N-alpha-Acetyl-L-ornithine-1,6826374.2,8532045,4191101.4,2294724.2,1.249864826,0.613957172,0.336155642,0.998982899,0.750652006,0.109732506
Hippocampus,253,N-Methyl-mercaptoacetamide,27600135.6,31025105.2,30293167.2,35999642,1.124092492,1.097573129,1.304328447,0.539968757,0.713287025,0.051544789
Cortex,253,N-Methyl-mercaptoacetamide,29493365.2,29589579.2,27914224.8,28523965.2,1.003262225,0.946457775,0.967131591,0.999940782,0.784680022,0.949786477
Cerebellum,253,N-Methyl-mercaptoacetamide,26703286.4,30180769.6,26532896.33,33677797.2,1.130226787,0.993619135,1.261185485,0.71631184,0.999825394,0.167855969
Basal Ganglia,253,N-Methyl-mercaptoacetamide,25279510,28496296.4,28311234.8,30852735.6,1.127248764,1.119928147,1.220464147,0.306662117,0.356788268,0.037165358
Hippocampus,254,N-tert-Butyl-benzenesulfonamide,3037384.6,1200957.6,3161643.8,3398936,0.395392009,1.040909933,1.11903379,0.079254437,0.989775859,0.990447197
Cortex,254,N-tert-Butyl-benzenesulfonamide,2629326.8,2766085.8,3038150.6,2193310.8,1.052012934,1.155486112,0.834172002,0.999999924,0.999965117,0.861001842
Cerebellum,254,N-tert-Butyl-benzenesulfonamide,3944107.6,6107816.4,4791574.333,4259031.4,1.548592741,1.21486907,1.079846655,0.869341717,0.991556306,0.554506702
Basal Ganglia,254,N-tert-Butyl-benzenesulfonamide,4388075.6,4030565.2,2978028.6,2706597.6,0.918526837,0.678663923,0.616807422,0.933709315,0.503492208,0.593189943
Hippocampus,270,N-Acetyl-beta-D-mannosamine,3579374.6,8224585.2,6873031.4,6156605,2.297771572,1.920176614,1.720022542,0.133938452,0.42985205,0.606166805
Cortex,270,N-Acetyl-beta-D-mannosamine,3892511.6,5923223,5470722.8,5919193.8,1.521696942,1.40544804,1.520661827,0.465158836,0.914999914,0.590533107
Cerebellum,270,N-Acetyl-beta-D-mannosamine,4863649.8,8151176.6,6338949.667,7825025.2,1.675938222,1.303331845,1.608879241,0.450591553,0.762362427,0.640703218
Basal Ganglia,270,N-Acetyl-beta-D-mannosamine,5903158,5330261.6,4453529.2,5697967.4,0.902950861,0.754431645,0.965240537,0.996290214,0.799066434,0.90105639
Hippocampus,273,N-Acetyl-D-glucosamine,1731531.4,3682585.8,3196613.2,2845513,2.126779682,1.846119106,1.643350505,0.179305767,0.481234891,0.66350844
Cortex,273,N-Acetyl-D-glucosamine,1796636.6,2748648.8,2576528,2581518.8,1.529885788,1.43408411,1.436861968,0.435897713,0.865437308,0.686099293
Cerebellum,273,N-Acetyl-D-glucosamine,2264855.6,3766959.8,2951872.667,3432231.8,1.663222945,1.303338132,1.515430741,0.470053438,0.755838918,0.709955077
